study_name	BioProject	sample_id	NCBI_accession	uuid
WallenZD_2022	PRJNA834801	SAMN28061742	SRR19064370	23dc52af-02ac-440f-97c6-71dcac82c803
WallenZD_2022	PRJNA834801	SAMN28061743	SRR19064373	f5482a53-79d7-434f-a94c-f98e277dae94
WallenZD_2022	PRJNA834801	SAMN28061744	SRR19064700	380666e4-4469-4546-acaf-a72ed95fbec5
WallenZD_2022	PRJNA834801	SAMN28061745	SRR19064699	5fdc1450-e8e3-45e2-8ebd-1e1dfc971e27
WallenZD_2022	PRJNA834801	SAMN28061746	SRR19064698	b7e22a27-a8a3-468e-a6f2-d0c0b7db5d5f
WallenZD_2022	PRJNA834801	SAMN28061747	SRR19064696	992ba658-5a2b-4bc0-a641-1f5dd4bd04a3
WallenZD_2022	PRJNA834801	SAMN28061748	SRR19064695	dbc4c4b8-b68b-4487-875d-0ac4fca6e2ba
WallenZD_2022	PRJNA834801	SAMN28061749	SRR19064694	dc71549f-6af4-421b-9201-c0fc564513ab
WallenZD_2022	PRJNA834801	SAMN28061750	SRR19064697	5d0d384d-b3cd-4778-b06a-3af33e7416a3
WallenZD_2022	PRJNA834801	SAMN28061751	SRR19064693	3bc6f3cc-49af-4d91-a7e5-b00baf23329c
WallenZD_2022	PRJNA834801	SAMN28061752	SRR19064692	619df04e-29c3-438c-a8bd-379771e691b4
WallenZD_2022	PRJNA834801	SAMN28061753	SRR19064691	38522a97-52b9-4acf-b17c-9988d839bb36
WallenZD_2022	PRJNA834801	SAMN28061754	SRR19064689	3d24f20d-ee5d-4d42-917a-6043ebc928d6
WallenZD_2022	PRJNA834801	SAMN28061755	SRR19064688	ef53254c-4d66-4273-8fe9-1fdcb8db0e87
WallenZD_2022	PRJNA834801	SAMN28061756	SRR19064687	648f77f9-906c-4935-a21d-298db21fe21e
WallenZD_2022	PRJNA834801	SAMN28061757	SRR19064686	cd825171-50a7-410f-b63b-b69238e900bc
WallenZD_2022	PRJNA834801	SAMN28061758	SRR19064685	33146a3f-d214-48c3-9f9c-557132d8c027
WallenZD_2022	PRJNA834801	SAMN28061759	SRR19064684	ccfd4cec-220d-48b3-a430-de1b8cb5ff3e
WallenZD_2022	PRJNA834801	SAMN28061760	SRR19064683	3d3eaf66-a088-43cc-854a-69d8fd20f12e
WallenZD_2022	PRJNA834801	SAMN28061761	SRR19064682	72475128-c78c-479d-bfc2-417735ce7817
