study_name	BioProject	sample_id	NCBI_accession	uuid
NishiwakiH_2024	PRJDB15956	SAMD00618132	DRR480379	d0a8c47a-6f3f-4042-807b-418655b7276f
NishiwakiH_2024	PRJDB15956	SAMD00618133	DRR480380	ed48240e-5db7-425d-a246-cc651d3156a4
NishiwakiH_2024	PRJDB15956	SAMD00618134	DRR480381	ebbf9eef-05db-4137-9750-e48df475bc6c
NishiwakiH_2024	PRJDB15956	SAMD00618135	DRR480382	99848cfd-38a8-4b31-9ecd-5df70b882b74
NishiwakiH_2024	PRJDB15956	SAMD00618136	DRR480383	34da175e-fff8-43a2-ad64-c7fa1125f586
NishiwakiH_2024	PRJDB15956	SAMD00618137	DRR480384	f13c3568-75a7-4daf-ad94-3c1bf1fbdd71
NishiwakiH_2024	PRJDB15956	SAMD00618138	DRR480385	1264d589-4386-40e6-91b9-a72186e76ccd
NishiwakiH_2024	PRJDB15956	SAMD00618139	DRR480386	d0eb0411-7ec8-4da3-944d-b5289611df38
NishiwakiH_2024	PRJDB15956	SAMD00618140	DRR480387	25e70bff-773c-43bb-8505-a6fcd1c45eb7
NishiwakiH_2024	PRJDB15956	SAMD00618141	DRR480388	c6f52465-b2f3-4226-810d-802b37f7b567
NishiwakiH_2024	PRJDB15956	SAMD00618142	DRR480389	3bf45362-1b3b-4d13-90f9-747d4f3c0667
NishiwakiH_2024	PRJDB15956	SAMD00618143	DRR480390	9237370b-8c21-4150-b43d-9199d39a7d94
NishiwakiH_2024	PRJDB15956	SAMD00618144	DRR480391	a9038c8a-4064-4ac4-9891-f99b9dcce122
NishiwakiH_2024	PRJDB15956	SAMD00618145	DRR480392	a4f3cc30-22aa-4030-bc37-d4ac6bc0abc1
NishiwakiH_2024	PRJDB15956	SAMD00618146	DRR480393	5b3086ad-7608-4603-8fa3-e1b773a7a116
NishiwakiH_2024	PRJDB15956	SAMD00618147	DRR480394	93d3be19-7724-4d12-af38-66b3d3ac100e
NishiwakiH_2024	PRJDB15956	SAMD00618148	DRR480395	ebbd7d70-31f2-411c-8de2-13abb29a7ca6
NishiwakiH_2024	PRJDB15956	SAMD00618149	DRR480396	1a6867f0-940e-4d61-b994-0b53f02a73bf
NishiwakiH_2024	PRJDB15956	SAMD00618150	DRR480397	f7da98a2-7738-4586-a317-d09beba0f113
NishiwakiH_2024	PRJDB15956	SAMD00618151	DRR480398	1fd2f346-24da-4d92-bb1e-4acda27889a7
NishiwakiH_2024	PRJDB15956	SAMD00618152	DRR480399	9082db86-4640-4e08-8e2e-00c2414852fb
NishiwakiH_2024	PRJDB15956	SAMD00618153	DRR480400	004c5d07-ec87-40fe-9a72-6b23d6ec584e
NishiwakiH_2024	PRJDB15956	SAMD00618154	DRR480401	ba72b68c-3e54-4d51-a0ca-c09e0072fdda
NishiwakiH_2024	PRJDB15956	SAMD00618155	DRR480402	5d62fe45-6ebf-41f6-bfb2-d580acae8178
NishiwakiH_2024	PRJDB15956	SAMD00618156	DRR480403	edd964b6-f732-4fc0-9d2a-3a4fa8cc42be
NishiwakiH_2024	PRJDB15956	SAMD00618157	DRR480404	646163a0-ea07-40e3-89b8-df93714b9974
NishiwakiH_2024	PRJDB15956	SAMD00618158	DRR480405	b5d993cb-91ca-44a4-a2a3-0c74efe75e4e
NishiwakiH_2024	PRJDB15956	SAMD00618159	DRR480406	d4c00859-7aff-4f4b-94de-37117b8a3fc7
NishiwakiH_2024	PRJDB15956	SAMD00618160	DRR480407	76978baa-95ad-411c-895c-6132be183174
NishiwakiH_2024	PRJDB15956	SAMD00618161	DRR480408	323c7998-7930-4927-b5ed-efd90e5dbc21
NishiwakiH_2024	PRJDB15956	SAMD00618162	DRR480409	d1852be2-37f6-45b9-be03-5a6e5faa06ef
NishiwakiH_2024	PRJDB15956	SAMD00618163	DRR480410	f371d205-6513-45ea-b4ee-d8c872c662ec
NishiwakiH_2024	PRJDB15956	SAMD00618164	DRR480411	6143b73c-33a0-4bbc-98df-504c2363d210
NishiwakiH_2024	PRJDB15956	SAMD00618165	DRR480412	2f1cf1c4-064b-4a4e-8961-201b31cc4e46
NishiwakiH_2024	PRJDB15956	SAMD00618166	DRR480413	d9cc81ea-c39e-46a6-a6f9-eb5584b87706
NishiwakiH_2024	PRJDB15956	SAMD00618167	DRR480414	605ef8a2-ea22-4787-bb7b-607e9d8a0b6d
NishiwakiH_2024	PRJDB15956	SAMD00618168	DRR480415	063453e2-c314-42db-b977-0cd55566b0ab
NishiwakiH_2024	PRJDB15956	SAMD00618169	DRR480416	5fdadbf2-50de-4194-9403-6e5ef9abcc39
NishiwakiH_2024	PRJDB15956	SAMD00618170	DRR480417	f8b4a972-23ac-407a-b03b-13dbef591c4b
